2011 03 11 14 46 00 000 126201.680305
2011 03 11 14 46 01 000 126201.830541
2011 03 11 14 46 02 000 126202.715642
2011 03 11 14 46 03 000 126201.780461
2011 03 11 14 46 04 000 126201.830541
2011 03 11 14 46 05 000 126202.064336
2011 03 11 14 46 06 000 126202.531927
2011 03 11 14 46 07 000 126201.780461
2011 03 11 14 46 08 000 126201.762933
2011 03 11 14 46 09 000 126202.114417
2011 03 11 14 46 10 000 126202.715642
2011 03 11 14 46 11 000 126201.546666
2011 03 11 14 46 12 000 126202.064336
2011 03 11 14 46 13 000 126202.246177
2011 03 11 14 46 14 000 126202.298131
2011 03 11 14 46 15 000 126201.696909
2011 03 11 14 46 16 000 126202.097819
2011 03 11 14 46 17 000 126202.815803
2011 03 11 14 46 18 000 126201.988279
2011 03 11 14 46 19 000 126201.546666
2011 03 11 14 46 20 000 126202.531927
2011 03 11 14 46 21 000 126202.298131
2011 03 11 14 46 22 000 126202.246177
2011 03 11 14 46 23 000 126201.596746
2011 03 11 14 46 24 000 126202.665564
2011 03 11 14 46 25 000 126202.348212
2011 03 11 14 46 26 000 126201.780461
2011 03 11 14 46 27 000 126202.196097
2011 03 11 14 46 28 000 126202.815803
2011 03 11 14 46 29 000 126202.014257
2011 03 11 14 46 30 000 126201.830541
2011 03 11 14 46 31 000 126202.453994
2011 03 11 14 46 32 000 126202.014257
2011 03 11 14 46 33 000 126201.129156
2011 03 11 14 46 34 000 126203.700903
2011 03 11 14 46 35 000 126200.327613
2011 03 11 14 46 36 000 126176.319173
2011 03 11 14 46 37 000 126143.800052
2011 03 11 14 46 38 000 126143.800052
2011 03 11 14 46 39 000 126245.968190
2011 03 11 14 46 40 000 126415.346120
2011 03 11 14 46 41 000 126292.648867
2011 03 11 14 46 42 000 126161.334286
2011 03 11 14 46 43 000 126070.625386
2011 03 11 14 46 44 000 125823.065592
2011 03 11 14 46 45 000 125782.645000
2011 03 11 14 46 46 000 126698.318218
2011 03 11 14 46 47 000 126766.987295
2011 03 11 14 46 48 000 126410.152041
2011 03 11 14 46 49 000 126195.651719
2011 03 11 14 46 50 000 125786.284849
2011 03 11 14 46 51 000 125867.061885
2011 03 11 14 46 52 000 126217.628509
2011 03 11 14 46 53 000 126126.182411
2011 03 11 14 46 54 000 126873.294356
2011 03 11 14 46 55 000 125964.725229
2011 03 11 14 46 56 000 125984.879571
2011 03 11 14 46 57 000 126092.183415
2011 03 11 14 46 58 000 126309.562699
2011 03 11 14 46 59 000 126168.887911
2011 03 11 14 47 00 000 125649.293140
2011 03 11 14 47 01 000 126052.440629
2011 03 11 14 47 02 000 127178.847536
2011 03 11 14 47 03 000 126651.415277
2011 03 11 14 47 04 000 125623.916277
2011 03 11 14 47 05 000 125585.400820
2011 03 11 14 47 06 000 126827.556930
2011 03 11 14 47 07 000 127375.567165
2011 03 11 14 47 08 000 127396.891144
2011 03 11 14 47 09 000 126193.597648
2011 03 11 14 47 10 000 123988.641787
2011 03 11 14 47 11 000 124928.256662
2011 03 11 14 47 12 000 125751.120599
2011 03 11 14 47 13 000 126061.092341
2011 03 11 14 47 14 000 128410.921067
2011 03 11 14 47 15 000 126599.970253
2011 03 11 14 47 16 000 124993.681678
2011 03 11 14 47 17 000 125013.546975
2011 03 11 14 47 18 000 125416.238174
2011 03 11 14 47 19 000 125911.426454
2011 03 11 14 47 20 000 125468.773511
2011 03 11 14 47 21 000 128207.320769
2011 03 11 14 47 22 000 127510.598372
2011 03 11 14 47 23 000 126286.466033
2011 03 11 14 47 24 000 127017.278146
2011 03 11 14 47 25 000 123539.928214
2011 03 11 14 47 26 000 125683.385302
2011 03 11 14 47 27 000 126745.500483
2011 03 11 14 47 28 000 125104.858699
2011 03 11 14 47 29 000 126825.635936
2011 03 11 14 47 30 000 126739.208663
2011 03 11 14 47 31 000 127997.083943
2011 03 11 14 47 32 000 127975.844883
2011 03 11 14 47 33 000 126756.881406
2011 03 11 14 47 34 000 125375.105595
2011 03 11 14 47 35 000 124136.487497
2011 03 11 14 47 36 000 125338.104393
2011 03 11 14 47 37 000 127813.279985
2011 03 11 14 47 38 000 126406.544612
2011 03 11 14 47 39 000 126662.222207
2011 03 11 14 47 40 000 125835.844187
2011 03 11 14 47 41 000 125939.478277
2011 03 11 14 47 42 000 126911.749206
2011 03 11 14 47 43 000 126370.921112
2011 03 11 14 47 44 000 126419.454684
2011 03 11 14 47 45 000 126479.235155
2011 03 11 14 47 46 000 125461.294620
2011 03 11 14 47 47 000 125290.923152
2011 03 11 14 47 48 000 126644.633817
2011 03 11 14 47 49 000 125835.037158
2011 03 11 14 47 50 000 127253.279408
2011 03 11 14 47 51 000 126274.909492
2011 03 11 14 47 52 000 125771.406552
2011 03 11 14 47 53 000 125322.706109
2011 03 11 14 47 54 000 125898.437749
2011 03 11 14 47 55 000 126531.974486
2011 03 11 14 47 56 000 126864.925222
2011 03 11 14 47 57 000 127828.020122
2011 03 11 14 47 58 000 125562.261834
2011 03 11 14 47 59 000 123308.144232
2011 03 11 14 48 00 000 126586.925439
2011 03 11 14 48 01 000 127405.743342
2011 03 11 14 48 02 000 126289.505491
2011 03 11 14 48 03 000 127609.524285
2011 03 11 14 48 04 000 125633.682999
2011 03 11 14 48 05 000 124983.817743
2011 03 11 14 48 06 000 124928.256662
2011 03 11 14 48 07 000 125491.160273
2011 03 11 14 48 08 000 128081.722782
2011 03 11 14 48 09 000 127744.494010
2011 03 11 14 48 10 000 126202.248052
2011 03 11 14 48 11 000 125965.710383
2011 03 11 14 48 12 000 125282.460032
2011 03 11 14 48 13 000 125915.060908
2011 03 11 14 48 14 000 126150.863807
2011 03 11 14 48 15 000 126321.253070
2011 03 11 14 48 16 000 126468.139603
2011 03 11 14 48 17 000 126620.416327
2011 03 11 14 48 18 000 126748.228781
2011 03 11 14 48 19 000 126477.726406
2011 03 11 14 48 20 000 125502.562428
2011 03 11 14 48 21 000 125999.423538
2011 03 11 14 48 22 000 125619.603344
2011 03 11 14 48 23 000 125873.323311
2011 03 11 14 48 24 000 127176.742429
2011 03 11 14 48 25 000 126579.392587
2011 03 11 14 48 26 000 126404.878160
2011 03 11 14 48 27 000 126514.671071
2011 03 11 14 48 28 000 127467.550658
2011 03 11 14 48 29 000 125976.079815
2011 03 11 14 48 30 000 125286.015531
2011 03 11 14 48 31 000 125428.213095
2011 03 11 14 48 32 000 126231.105210
2011 03 11 14 48 33 000 126425.066340
2011 03 11 14 48 34 000 125810.209155
2011 03 11 14 48 35 000 127042.487606
2011 03 11 14 48 36 000 127434.592465
2011 03 11 14 48 37 000 125722.787409
2011 03 11 14 48 38 000 125105.142434
2011 03 11 14 48 39 000 125408.425625
2011 03 11 14 48 40 000 126478.453862
2011 03 11 14 48 41 000 127342.116546
2011 03 11 14 48 42 000 126321.536960
2011 03 11 14 48 43 000 126341.360656
2011 03 11 14 48 44 000 126216.325887
2011 03 11 14 48 45 000 125566.782410
2011 03 11 14 48 46 000 126259.762428
2011 03 11 14 48 47 000 126860.114207
2011 03 11 14 48 48 000 126687.945307
2011 03 11 14 48 49 000 126166.036082
2011 03 11 14 48 50 000 126574.999794
2011 03 11 14 48 51 000 125297.700361
2011 03 11 14 48 52 000 125356.776506
2011 03 11 14 48 53 000 125429.042199
2011 03 11 14 48 54 000 126858.376958
2011 03 11 14 48 55 000 128484.175063
2011 03 11 14 48 56 000 127658.865551
2011 03 11 14 48 57 000 125550.108123
2011 03 11 14 48 58 000 124437.165036
2011 03 11 14 48 59 000 124893.913060
2011 03 11 14 49 00 000 126008.540712
2011 03 11 14 49 01 000 127501.420986
2011 03 11 14 49 02 000 127095.530318
2011 03 11 14 49 03 000 126723.724310
2011 03 11 14 49 04 000 125804.181665
2011 03 11 14 49 05 000 125809.975402
2011 03 11 14 49 06 000 126670.640642
2011 03 11 14 49 07 000 126838.966149
2011 03 11 14 49 08 000 126021.905313
2011 03 11 14 49 09 000 125401.047073
2011 03 11 14 49 10 000 125447.872779
2011 03 11 14 49 11 000 126285.714539
2011 03 11 14 49 12 000 127276.308449
2011 03 11 14 49 13 000 126809.499472
2011 03 11 14 49 14 000 125974.643721
2011 03 11 14 49 15 000 125705.256736
2011 03 11 14 49 16 000 126343.748842
2011 03 11 14 49 17 000 126584.822786
2011 03 11 14 49 18 000 126256.539292
2011 03 11 14 49 19 000 125596.619811
2011 03 11 14 49 20 000 125751.070527
2011 03 11 14 49 21 000 126550.213370
2011 03 11 14 49 22 000 127259.101151
2011 03 11 14 49 23 000 126787.984375
2011 03 11 14 49 24 000 125804.599097
2011 03 11 14 49 25 000 125622.797684
2011 03 11 14 49 26 000 125976.309835
2011 03 11 14 49 27 000 126636.315660
2011 03 11 14 49 28 000 126734.431422
2011 03 11 14 49 29 000 126350.763168
2011 03 11 14 49 30 000 126023.452234
2011 03 11 14 49 31 000 126031.999929
2011 03 11 14 49 32 000 126063.662047
2011 03 11 14 49 33 000 126241.108478
2011 03 11 14 49 34 000 126585.472331
2011 03 11 14 49 35 000 126345.645306
2011 03 11 14 49 36 000 126261.449119
2011 03 11 14 49 37 000 126483.805865
2011 03 11 14 49 38 000 126293.947783
2011 03 11 14 49 39 000 126225.160099
2011 03 11 14 49 40 000 126047.169494
2011 03 11 14 49 41 000 126016.021499
2011 03 11 14 49 42 000 126105.408946
2011 03 11 14 49 43 000 126471.413141
2011 03 11 14 49 44 000 126799.309799
2011 03 11 14 49 45 000 126621.821248
2011 03 11 14 49 46 000 126155.773394
2011 03 11 14 49 47 000 125577.921525
2011 03 11 14 49 48 000 126077.922684
2011 03 11 14 49 49 000 126572.193769
2011 03 11 14 49 50 000 126643.932288
2011 03 11 14 49 51 000 126302.364782
2011 03 11 14 49 52 000 125787.819082
2011 03 11 14 49 53 000 126111.821297
2011 03 11 14 49 54 000 126901.566563
2011 03 11 14 49 55 000 126609.190139
2011 03 11 14 49 56 000 126142.864896
2011 03 11 14 49 57 000 125777.400492
2011 03 11 14 49 58 000 125756.472671
2011 03 11 14 49 59 000 126272.153938
2011 03 11 14 50 00 000 126870.588127
2011 03 11 14 50 01 000 126684.203746
2011 03 11 14 50 02 000 126450.552793
2011 03 11 14 50 03 000 126100.933571
2011 03 11 14 50 04 000 126089.044081
2011 03 11 14 50 05 000 126338.605017
2011 03 11 14 50 06 000 126152.450256
2011 03 11 14 50 07 000 126120.259817
2011 03 11 14 50 08 000 126047.878650
2011 03 11 14 50 09 000 126438.444165
2011 03 11 14 50 10 000 126853.515865
2011 03 11 14 50 11 000 126712.967161
